Text#,Type,Issued,Title,Language,Authors,Subjects,LoCC,Bookshelves
63227,Text,2020-09-18,Flytraps and Their Operation [1930],en,"Bishopp, F. C. (Fred Corry), 1884-1970",Flies -- Control,QL,Browsing: Science - Earth/Agricultural/Farming; Browsing: Science - General
63228,Text,2020-09-18,"La quinta de Palmyra
(Novela grande)",es,"Gómez de la Serna, Ramón, 1888-1963",Spanish fiction -- 20th century,PQ,Browsing: Literature; Browsing: Fiction
63229,Text,2020-09-18,The Bedbug [1934],en,"Marlatt, C. L., 1863-1954",Bedbugs,QL,Browsing: Nature/Gardening/Animals; Browsing: Science - General
63230,Text,2020-09-18,Two Stories,en,"Woolf, Virginia, 1882-1941; Woolf, Leonard, 1880-1969; Carrington, Dora de Houghton, 1893-1932 [Illustrator]","Short stories, English; English fiction -- 20th century",PR,Browsing: Literature; Browsing: Fiction
63231,Text,2020-09-18,Castes In India,en,"Ambedkar, B. R. (Bhimrao Ramji), 1891-1956",Caste -- India,HT,Browsing: Culture/Civilization/Society; Browsing: Sociology
63232,Text,2020-09-19,The Epidemics of the Middle Ages,en,"Hecker, J. F. C. (Justus Friedrich Carl), 1795-1850; Caius, John, 1510-1573; Babington, B. G. (Benjamin Guy), 1794-1866 [Translator]","Black Death; Epidemics -- History; Hysteria, Epidemic",RA,Browsing: Health & Medicine; Browsing: History - Medieval/The Middle Ages
63233,Text,2020-09-19,"China's Revolution, 1911-1912: A Historical and Political Record of the Civil War",en,"Dingle, Edwin John, 1881-1972","China -- History -- Revolution, 1911-1912",DS,Browsing: History - General
63234,Text,2020-09-18,Dirigible Balloons,en,"Hayward, Charles B. (Charles Brian), 1876-",Aeronautics; Airships,TL,Browsing: Engineering & Construction; Browsing: Science - General
63235,Text,2020-09-19,Historia Pitoresca: Palavras e frases celebres,pt,"Campos, Alfredo, 1847-1906",Aphorisms and apothegms; Anecdotes,PQ,Browsing: Language & Communication; Browsing: Literature
63236,Text,2020-09-19,Ajan käänteessä: Isänmaallisia runoja ja ballaadeja,fi,"Larin-Kyösti, 1873-1948",Finnish poetry -- 19th century,PH,Browsing: History - General; Browsing: Literature; Browsing: Poetry
63237,Text,2020-09-19,Early Printed Books,en,"Duff, E. Gordon (Edward Gordon), 1863-1924",Printing -- History -- Origin and antecedents; Incunabula -- Bibliography,Z,Browsing: Encyclopedias/Dictionaries/Reference; Browsing: History - General
63238,Text,2020-09-19,Pelican Pool: A Novel,en,"Loch, Sydney, 1889-1954",Australia -- Fiction; Triangles (Interpersonal relations) -- Fiction; Man-woman relationships -- Fiction,PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
63239,Text,2020-09-19,"Siperialaisten maanpakolaisten elämästä: ""Metsä humisee""
Metsälegenda",fi,"Korolenko, Vladimir Galaktionovich, 1853-1921; Pakkala, Hanna, 1864-1950 [Translator]",Russian fiction -- Translations into Finnish,PG,Browsing: Literature; Browsing: Russian Interest; Browsing: Fiction
63240,Text,2020-09-19,"Chambers's Journal of Popular Literature, Science, and Art, No. 747, April 20, 1878",en,"Various; Chambers, Robert, 1802-1871 [Editor]; Chambers, William, 1800-1883 [Editor]",Periodicals,AP,Browsing: Encyclopedias/Dictionaries/Reference; Browsing: Other
63241,Text,2020-09-19,"Medical Jurisprudence, Volume 1 (of 3)",en,"Paris, John Ayrton, 1785-1856; Fonblanque, J. S. M. (John Samuel Martin), 1787-1865",Medical laws and legislation -- Great Britain,KD,Browsing: Health & Medicine; Browsing: Law & Criminology
63242,Text,2020-09-19,Hellenistic Sculpture,en,"Dickins, Guy, 1881-1916; Gardner, Percy, 1846-1937 [Author of introduction, etc.]; Dickins, Mary [Editor]","Sculpture, Greek; Sculpture, Hellenistic",NB,Browsing: Art & Photography; Browsing: Culture/Civilization/Society
63243,Text,2020-09-19,Hope Farm Notes,en,"Collingwood, Herbert W. (Herbert Winslow), 1857-1927",Farm life,PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Nature/Gardening/Animals
63244,Text,2020-09-19,Les Jeunes-France: romans goguenards; suivis de Contes humoristiques,fr,"Gautier, Théophile, 1811-1872","Short stories, French; French fiction -- 19th century; Humorous stories, French",PQ,Browsing: Humour; Browsing: Literature; Browsing: Fiction
63245,Text,2020-09-19,"""White man bery unsartin"": ""Nigger haint got no friends, no how""; the blackest chapter in the history of the Republican Party; the men who robbed and combined to rob the freedmen of their hard earnings.",en,"Adams, F. Colburn (Francis Colburn), 1850-1891",Freedman's Savings and Trust Company,E151; HG,Browsing: Culture/Civilization/Society; Browsing: History - American
63246,Text,2020-09-19,"The Plague of Lust, Vol. 2 (of 2)
Being a History of Venereal Disease in Classical Antiquity",en,"Rosenbaum, Julius, 1807-1874",Sexually transmitted diseases -- History,RC,Browsing: Health & Medicine; Browsing: History - General
63247,Text,2020-09-20,"Chambers's Journal of Popular Literature, Science, and Art, No. 748, April 27, 1878",en,"Various; Chambers, Robert, 1802-1871 [Editor]; Chambers, William, 1800-1883 [Editor]",Periodicals,AP,Browsing: Encyclopedias/Dictionaries/Reference; Browsing: Other
63248,Text,2020-09-20,"Les châteaux d'Athlin et de Dunbayne (1/2), Histoire arrivée dans les Montagnes d'Écosse.",fr,"Radcliffe, Ann Ward, 1764-1823; Desrais, Claude Louis, 1746-1816 [Illustrator]; Soulés, François, 1748-1809 [Translator]",Middle Ages -- Fiction; Horror tales; Love stories; Gothic fiction; Highlands (Scotland) -- Fiction; Scotland -- History -- 1057-1603 -- Fiction; Clans -- Scotland -- Highlands -- History -- To 1500 -- Fiction,PR,Browsing: History - Medieval/The Middle Ages; Browsing: Literature; Browsing: Fiction
63249,Text,2020-09-20,The Philosophical Theory of the State,en,"Bosanquet, Bernard, 1848-1923","State, The -- Philosophy; Political science -- Philosophy",JC,Browsing: Philosophy & Ethics; Browsing: Politics
63250,Text,2020-09-20,Across the Chasm,en,"Magruder, Julia, 1854-1907",Man-woman relationships -- Fiction; United States -- Social life and customs -- 19th century -- Fiction,PS,Browsing: Culture/Civilization/Society; Browsing: History - American; Browsing: Literature; Browsing: Fiction
63251,Text,2020-09-20,Kynäelmiä I: Runosommitelmia,fi,"Hemmo, Kaarlo, 1858-1940",Finnish poetry -- 19th century,PH,Browsing: Literature; Browsing: Poetry
63252,Text,2020-09-20,Kynäelmiä II: Runosommitelmia ja suorasanaisia kokeita,fi,"Hemmo, Kaarlo, 1858-1940",Finnish literature; Finnish poetry -- 19th century,PH,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Poetry
63253,Text,2020-09-20,Énigmes et découvertes bibliographiques,fr,"Jacob, P. L., 1806-1884","Bibliography; Anonyms and pseudonyms, French",Z,Browsing: Encyclopedias/Dictionaries/Reference; Browsing: Research Methods/Statistics/Information Sys
63254,Text,2020-09-21,"The Heritage of The South
A History of the Introduction of Slavery; Its Establishment From Colonial Times and Final Effect Upon the Politics of the United States",en,"Early, Jubal Anderson, 1816-1894; Early, R. H. (Ruth Hairston), 1849-1928 [Editor]",United States -- Politics and government -- 1861-1865; Slavery -- United States,E300,Browsing: History - American; Browsing: Politics
63255,Text,2020-09-21,"Leon, Burgos and Salamanca: a historical and descriptive account",en,"Calvert, Albert Frederick, 1872-1946",Architecture -- Spain; León (Spain); Burgos (Spain); Salamanca (Spain),DP,Browsing: Architecture; Browsing: History - European
63256,Text,2020-09-21,The American Diary of a Japanese Girl,en,"Noguchi, Yoné, 1875-1947; Yeto, Genjiro, 1867-1924 [Illustrator]",Japan -- Fiction; Japanese -- United States -- Fiction,PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
63257,Text,2020-09-21,An Apology for the Colouring of the Greek Court in the Crystal Palace,en,"Jones, Owen, 1809-1874","Crystal Palace (Sydenham, London, England); Architecture, Greek; Decoration and ornament -- Greece",NA,Browsing: Architecture; Browsing: Art & Photography
63258,Text,2020-09-21,"Viagem ao norte do Brazil feita nos annos 1613 a 1614, pelo Padre Ivo D'Evreux",pt,"Yves, d'Evreux, 1570-1630?; Denis, Ferdinand, 1798-1890 [Annotator]; Marques, César Augusto, 1826-1900 [Translator]","Indians of South America -- Brazil; Yves, d'Evreux, 1570-1630? -- Travel -- Brazil; Missions -- Brazil; Maranhão (Brazil) -- History; Maranhão (Brazil) -- Description and travel; Brazil -- History -- 1549-1762",F2501,Browsing: Culture/Civilization/Society; Browsing: History - American; Browsing: Travel & Geography
63259,Text,2020-09-22,"Le Banian, roman maritime (2/2)",fr,"Corbière, Edouard, 1793-1875",French fiction -- 19th century,PQ,Browsing: Literature; Browsing: Fiction
63260,Text,2020-09-22,Le Grand Silence Blanc: Roman vécu d'Alaska,fr,"Rouquette, Louis-Frédéric, 1884-1926; Lichtenberger, André, 1870-1940 [Author of introduction, etc.]",Alaska -- Fiction,PQ,Browsing: Literature; Browsing: Travel & Geography; Browsing: Fiction
63261,Text,2020-09-22,Be Kind to One Another,en,Anonymous,Girls -- Conduct of life -- Juvenile fiction; Friendship -- Juvenile fiction; Kindness -- Juvenile fiction,PZ,Browsing: Children & Young Adult Reading; Browsing: Fiction
63262,Text,2020-09-22,The Hoofs of Pegasus,en,"Stockett, Letitia, 1884-1949",American poetry -- 20th century,PS,Browsing: Literature; Browsing: Poetry
63263,Text,2020-09-22,Place Names in Kent,en,"Horsley, J. W. (John William), 1845-1921","Names, Geographical -- England -- Kent",DA,Browsing: History - General; Browsing: Travel & Geography
63264,Text,2020-09-22,Down the Scale or Up...,en,"Abel, Barbara; Bauer, W. W. (William Waldo), 1892-1967 [Author of introduction, etc.]",Weight loss; Weight gain,RM,Browsing: Health & Medicine; Browsing: Nutrition
63265,Text,2020-09-22,Anthology of Magazine Verse for 1913,en,"Braithwaite, William Stanley, 1878-1962 [Editor]",American poetry -- 20th century,PS,Browsing: Literature; Browsing: Poetry
63266,Text,2020-09-22,The Book of the Thousand Nights and a Night—Volume 05 [Supplement],en,"Burton, Richard Francis, Sir, 1821-1890 [Translator]",Fairy tales; Tales -- Arab countries,PJ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
63267,Text,2020-09-22,Dernières lettres d'un bon jeune homme à sa cousine Madeleine,fr,"About, Edmond, 1828-1885",French literature -- 19th century,PQ,Browsing: History - European; Browsing: Literature; Browsing: Fiction
63268,Text,2020-09-22,The Happy-go-lucky Morgans,en,"Thomas, Edward, 1878-1917",English fiction -- 20th century,PR,Browsing: Literature; Browsing: Fiction
63269,Text,2020-09-22,Ocean Tramps,en,"Stacpoole, H. De Vere (Henry De Vere), 1863-1951",Short stories; Sea stories; Oceania -- Fiction; Pacific Ocean -- Fiction,PR,Browsing: Literature; Browsing: Travel & Geography; Browsing: Fiction
63270,Text,2020-09-23,Deep-Sea Plunderings,en,"Bullen, Frank Thomas, 1857-1915; Twidle, Arthur, 1865-1936 [Illustrator]","Short stories, English; Seafaring life -- Fiction; Sea stories, English",PR,Browsing: Literature; Browsing: Fiction
63271,Text,2020-09-23,"Ni ange, ni bête",fr,"Maurois, André, 1885-1967",Historical fiction; Psychological fiction; Man-woman relationships -- Fiction; Revolutionaries -- Fiction; Older men -- Fiction; France -- History -- 1848-1870 -- Fiction; Influence (Psychology) -- Fiction,PQ,Browsing: Culture/Civilization/Society; Browsing: History - General; Browsing: Literature; Browsing: Psychiatry/Psychology; Browsing: Fiction
63272,Text,2020-09-23,Il romanzo della morte,it,"Sperani, Bruno, 1839-1923",Italian fiction -- 19th century,PQ,Browsing: History - European; Browsing: Literature; Browsing: Fiction
63273,Text,2020-09-23,"Thirty Years From Home; or, a Voice From the Main Deck
Being the Experience of Samuel Leech",en,"Leech, Samuel, 1798-1848","Adventure and adventurers; United States -- History -- War of 1812 -- Personal narratives; Sailors; Leech, Samuel, 1798-1848",E300; G,Browsing: Biographies; Browsing: History - American; Browsing: Travel & Geography
63274,Text,2020-09-23,"The sexual life of woman in its physiological, pathological and hygienic aspects",en,"Kisch, E. Heinrich (Enoch Heinrich), 1841-1918; Paul, Eden, 1865-1944 [Translator]",Menstruation; Women -- Diseases; Gynecology,RG,Browsing: Health & Medicine; Browsing: Sexuality & Erotica
63275,Text,2020-09-23,"The Dabistán, or School of manners, Volume 1 (of 3)
translated from the original Persian, with notes and illustrations",en,"Fani, Muhsin, -1672? [Dubious author]; Shea, David, 1777-1836 [Translator]; Troyer, Anthony, -1865 [Translator]",Religions; Iran -- Religion,BL,Browsing: History - Religious; Browsing: Philosophy & Ethics; Browsing: Religion/Spirituality/Paranormal
63276,Text,2020-09-23,"The Dabistán, or School of manners, Volume 2 (of 3)
translated from the original Persian, with notes and illustrations",en,"Fani, Muhsin, -1672? [Dubious author]; Shea, David, 1777-1836 [Translator]; Troyer, Anthony, -1865 [Translator]",Religions; Iran -- Religion,BL,Browsing: History - Religious; Browsing: Philosophy & Ethics; Browsing: Religion/Spirituality/Paranormal
63277,Text,2020-09-23,"The Dabistán, or School of manners, Volume 3 (of 3)
translated from the original Persian, with notes and illustrations",en,"Fani, Muhsin, -1672? [Dubious author]; Shea, David, 1777-1836 [Translator]; Troyer, Anthony, -1865 [Translator]",Religions; Iran -- Religion,BL,Browsing: History - Religious; Browsing: Philosophy & Ethics; Browsing: Religion/Spirituality/Paranormal
63278,Text,2020-09-23,Stories Pictures Tell. Book 8,en,"Carpenter, Flora L. (Flora Leona), 1877-1963",Painters; Painting,N,Browsing: Art & Photography
63279,Text,2020-09-23,"The American Navy and Liberia
An Address before the American Colonization Society, January 18, 1876",en,"Shufeldt, Robert Wilson, 1822-1895","Speeches, addresses, etc.; United States. Navy; African Americans -- Colonization -- Liberia",E151,Browsing: Culture/Civilization/Society; Browsing: History - American; Browsing: Politics
63280,Text,2020-09-23,Four Lectures on the English Revolution,en,"Green, Thomas Hill, 1836-1882; Nettleship, Richard Lewis, 1846-1892 [Editor]","Great Britain -- History -- Puritan Revolution, 1642-1660",DA,Browsing: History - British; Browsing: History - General
63281,Text,2020-09-24,"The Glebe 1914/04 (Vol. 2, No. 1): Collects",en,"Traubel, Horace, 1858-1919; Kreymborg, Alfred, 1883-1966 [Editor]; Man Ray, 1890-1976 [Editor]","American essays -- 20th century; Literature, Modern -- 20th century -- Periodicals",PS,Browsing: Literature; Browsing: Other
63282,Text,2020-09-24,How to Make Draperies,en,Singer Sewing Machine Company,Sewing; Draperies,TT,Browsing: Computers & Technology; Browsing: How To...
63283,Text,2020-09-24,New Mexico Magazine's A Taste of New Mexico Kitchens,en,Anonymous,"Cooking -- New Mexico; Cooking, American -- Southwestern style",TX,Browsing: Cooking & Drinking; Browsing: Culture/Civilization/Society
63284,Text,2020-09-24,La tentatrice,fr,"Blasco Ibáñez, Vicente, 1867-1928; Carayon, Jean, 1895-1987 [Translator]",Spanish fiction -- Translations into French,PQ,Browsing: Literature; Browsing: Fiction
63285,Text,2020-09-24,Nouveaux contes cruels et propos d'au delà,fr,"Villiers de L'Isle-Adam, Auguste, comte de, 1838-1889","Short stories, French; French fiction -- 19th century",PQ,Browsing: Literature; Browsing: Fiction
63286,Text,2020-09-24,Invader From Infinity,en,"Whittington, George A.",Science fiction; Short stories; War stories; Space ships -- Fiction; Human-alien encounters -- Fiction; Weapons -- Fiction,PS,Browsing: Literature; Browsing: Science-Fiction & Fantasy; Browsing: Fiction
63287,Text,2020-09-24,I'd Like to Do It Again,en,"Davis, Owen, 1874-1956","Dramatists, American -- Biography; Davis, Owen, 1874-1956",PS,Browsing: Biographies; Browsing: Literature
63288,Text,2020-09-24,William Morris: A Critical Study,en,"Drinkwater, John, 1882-1937","Middle Ages in literature; Morris, William, 1834-1896 -- Criticism and interpretation; Fantasy literature, English -- History and criticism; Medievalism -- England -- History -- 19th century",PR,Browsing: Culture/Civilization/Society; Browsing: History - Medieval/The Middle Ages; Browsing: Literature
63289,Text,2020-09-25,The Ring of Amethyst,en,"Rollins, Alice Wellington, 1847-1897",American poetry -- 19th century,PS,Browsing: Literature; Browsing: Poetry
63290,Text,2020-09-25,The Life and Times of Queen Victoria; vol. 2 of 4,en,"Wilson, Robert, 1846-1893","Victoria, Queen of Great Britain, 1819-1901; Great Britain -- History -- Victoria, 1837-1901",DA,Browsing: History - British; Browsing: History - General; Browsing: History - Royalty
63291,Text,2020-09-25,Az erkölcsi törvény alkalmazása,hu,"Bodnár, Zsigmond, 1839-1907",Ethics,BJ,Browsing: Philosophy & Ethics
